"uid","namedLocation","domainID","siteID","plotID","plotType","sampleID","sampleCode","chlorophyllSampleID","chlorophyllSampleCode","collectDate","sampleCondition","extractionStartDate","extractionLength","freshMass","solventVolume","analyticalRepNumber","extractChlAConc","extractChlBConc","extractCarotConc","handlingQF","measurementQF","relativeAccuracyScale","absorbanceStandardQF","chlQAMaterialQF","remarks","laboratoryName","testMethod","analyzedBy","reviewedBy","dataQF","publicationDate","release"
"4cf39a7a-9e98-4ffb-b3fb-81aa3b0b0572","GUAN_011.basePlot.cfc","D04","GUAN","GUAN_011","distributed","xIqeKa1cF5zdr9jkJeZOp5YGGe25iQU5A2E6SX1IZ7E=","A00000196281","xIqeKa1cF5zdr9jkJeZOp5YGGe25iQU5d5CpIbvMNxk=","B00000077037","2022-10-20T19:04Z","OK",2022-10-27,48,0.0851,20,1,3.49,1,0.83,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172939Z","RELEASE-2025"
"e4d507ac-3bd0-4ed5-9b13-74b93e2ec72b","GUAN_011.basePlot.cfc","D04","GUAN","GUAN_011","distributed","xIqeKa1cF5xr5i1hPortKW7mYezdNIOi+FzAUSIZWzA=","A00000196257","xIqeKa1cF5xr5i1hPortKW7mYezdNIOi/I5i6Lk1CXw=","B00000077044","2022-10-20T19:08Z","OK",2022-10-27,48,0.1074,20,1,4.91,1.07,1.62,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172939Z","RELEASE-2025"
"1a40bfde-eb39-4d2b-8d21-c812a1acc752","GUAN_053.basePlot.cfc","D04","GUAN","GUAN_053","tower","xIqeKa1cF5xy/Kig1CysWRw6bxA0YsgPf1mqbn+OXF8=","A00000196251","xIqeKa1cF5xy/Kig1CysWRw6bxA0YsgPU1T/Ww6S5jI=","B00000076823","2022-10-21T12:01Z","OK",2022-10-27,48,0.0922,20,1,12.01,2.7,2.88,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172939Z","RELEASE-2025"
"ae282b58-7793-41c1-99b3-0b656315021d","GUAN_053.basePlot.cfc","D04","GUAN","GUAN_053","tower","xIqeKa1cF5yLX/nuS45jkLsKrbThiky8MNxs/AwDZ2I=","A00000196283","xIqeKa1cF5yLX/nuS45jkLsKrbThiky8k2sqqvbfhOho+HvAM8ebEg==","B00000076822","2022-10-21T12:07Z","OK",2022-10-27,48,0.1043,20,1,9.81,2.11,2.37,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172939Z","RELEASE-2025"
"7b48ae93-77bf-435b-9e60-be1ae704a406","GUAN_053.basePlot.cfc","D04","GUAN","GUAN_053","tower","xIqeKa1cF5wZNwUbefd4oppv2M3J07q1Nj7WDpWGDLA=","A00000196282","xIqeKa1cF5wZNwUbefd4oppv2M3J07q1jkHaYiHu/jQ=","B00000076765","2022-10-21T12:09Z","OK",2022-10-27,48,0.1355,20,1,9.34,2.28,2.63,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172939Z","RELEASE-2025"
"a5ade3c9-f65d-4d9f-9297-828ede99671a","GUAN_053.basePlot.cfc","D04","GUAN","GUAN_053","tower","xIqeKa1cF5wzoGDdE0VSu1thadSqo982SuFV57NT+EY=","A00000196250","xIqeKa1cF5wzoGDdE0VSu1thadSqo982D2/X3zQ2lPI=","B00000076767","2022-10-21T12:10Z","OK",2022-10-27,48,0.1478,20,1,10.79,2.74,2.76,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172939Z","RELEASE-2025"
"a50ad7e4-270b-4395-bf74-56987a3a1bad","GUAN_004.basePlot.cfc","D04","GUAN","GUAN_004","distributed","xIqeKa1cF5wb9AoQTlI2I7Su0gVCCsx4wFbNQlD28q4=","A00000195444","xIqeKa1cF5wb9AoQTlI2I7Su0gVCCsx4UxfECVajon1L+Kt8uoQqEQ==","B00000077141","2022-10-21T13:26Z","OK",2022-10-27,48,0.0856,20,1,4.44,0.95,1.67,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172939Z","RELEASE-2025"
"f078d719-c4af-4bba-9a42-7abcfc44d5ee","GUAN_009.basePlot.cfc","D04","GUAN","GUAN_009","distributed","xIqeKa1cF5x3riTwmM+wMeeiz3Kr31jVKNSfNDnFPD8=","A00000196252","xIqeKa1cF5x3riTwmM+wMeeiz3Kr31jVEsYQLuIROsanZJnQs3emTw==","B00000076771","2022-10-21T15:10Z","OK",2022-10-27,48,0.0753,20,1,6.96,1.1,1.91,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172939Z","RELEASE-2025"
"27a08934-7242-4258-bf2d-b4058d2bd2ec","GUAN_014.basePlot.cfc","D04","GUAN","GUAN_014","distributed","xIqeKa1cF5xMyi/gRG+Z6FV/DFO5p4dNyksxLn2fWqU=","A00000196268","xIqeKa1cF5xMyi/gRG+Z6FV/DFO5p4dN06sp8waEQFmuXYUJEUUb2A==","B00000076818","2022-10-24T12:20Z","OK",2022-10-27,48,0.0909,20,1,7.76,1.43,2.53,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172939Z","RELEASE-2025"
"a69ee047-3a51-4716-9c98-df3c847d2d02","GUAN_014.basePlot.cfc","D04","GUAN","GUAN_014","distributed","xIqeKa1cF5wsSto5zoUjhs67i7SjCfYiGG8PWsMo+0Y=","A00000196249","xIqeKa1cF5wsSto5zoUjhs67i7SjCfYilEO2Yq36sbSxJM+5n/bAZQ==","B00000076812","2022-10-24T12:27Z","OK",2022-10-27,48,0.0942,20,1,5.62,1.36,1.55,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172939Z","RELEASE-2025"
"d572f410-f974-4148-a77c-0553e188b554","GUAN_014.basePlot.cfc","D04","GUAN","GUAN_014","distributed","xIqeKa1cF5ziHLidG7FH3Jskgoq8PVxaXeLV9AuHWxc=","A00000196267","xIqeKa1cF5ziHLidG7FH3Jskgoq8PVxaOGlwU2YxkJDyIihQb34xcA==","B00000076810","2022-10-24T12:30Z","OK",2022-10-27,48,0.0993,20,1,7.52,1.83,1.67,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172939Z","RELEASE-2025"
"aac15cdc-657e-4af0-a347-532d31c6e1d5","STEI_022.basePlot.cfc","D05","STEI","STEI_022","distributed","VIe0/2w3fNcD7e2k0Vn5dZ8m6OqKE4EfW7adGwWCrT0=","A00000358638","VIe0/2w3fNcD7e2k0Vn5dZ8m6OqKE4Eflzp+O/lHhRtsADYuhi+otw==","B00000153411","2022-06-06T16:22Z","OK",2022-06-14,48,0.1573,20,1,3.33,0.87,0.84,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"a37b29a8-d71c-41bf-8350-4431f1b77570","STEI_022.basePlot.cfc","D05","STEI","STEI_022","distributed","VIe0/2w3fNf5fcTxMXDrMeIe8QV2z/BDwFZSmknXgG8=","A00000358680","VIe0/2w3fNf5fcTxMXDrMeIe8QV2z/BDIFJF21VAJhE=","B00000153409","2022-06-06T16:50Z","OK",2022-06-14,48,0.1773,20,1,3.36,0.79,0.92,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"e412d393-7e30-4a8b-9cab-57e9fb8d3cf2","STEI_023.basePlot.cfc","D05","STEI","STEI_023","distributed","VIe0/2w3fNdCYM770KpWshKo5kBvzNY5+JwgK3JroPg=","A00000358637","VIe0/2w3fNdCYM770KpWshKo5kBvzNY5qA4Za2zygCA=","B00000153410","2022-06-06T18:53Z","OK",2022-06-14,48,0.0856,20,1,4.63,1.13,1.46,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"8e0126f3-497b-47a0-b556-fc12a68ea421","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","VIe0/2w3fNdxYrN/WhkT+rBLbfv9mDlCJXudgds64rU=","A00000358677","VIe0/2w3fNdxYrN/WhkT+rBLbfv9mDlCn+w2tY69Xs4=","B00000153422","2022-06-06T20:04Z","OK",2022-06-14,48,0.0702,20,1,4.57,1.31,1.18,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"2a4fc609-d1c2-4442-99bb-e842d4a7ab1b","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","VIe0/2w3fNeKhoTtXCuhRjAhfh9pMV5WC84V1JaunPs=","A00000358682","VIe0/2w3fNeKhoTtXCuhRjAhfh9pMV5Wtw0mEwyM9nORqMwdimVWNA==","B00000153407","2022-06-07T13:16Z","OK",2022-06-14,48,0.1156,20,1,3.93,0.83,1.72,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"89a099b2-3521-49b5-84a8-d1980ef77632","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","VIe0/2w3fNc48IHSI8KhsenD2uSeRUlsyWTSZmZNk8A=","A00000358640","VIe0/2w3fNc48IHSI8KhsenD2uSeRUlsB+rarVeUEPU=","B00000080599","2022-06-07T14:10Z","OK",2022-06-14,48,0.0742,20,1,4.73,1.21,0.95,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"135aa4dd-11de-4040-aae5-4a1e3e9f0dd7","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","VIe0/2w3fNd+AFr8nHrB6tj6SX1tgBAzRAaChb9KO2I=","A00000358639","VIe0/2w3fNd+AFr8nHrB6tj6SX1tgBAzAq3VwtnR4dI=","B00000153415","2022-06-07T15:10Z","OK",2022-06-14,48,0.076,20,1,5.37,1.62,1.18,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"2cdbb625-1746-4d93-96a0-555e69f107bf","STEI_005.basePlot.cfc","D05","STEI","STEI_005","distributed","VIe0/2w3fNcwfo4c4at4Ep7MsiZq7HoKjlT6vcQlh3Y=","A00000358681","VIe0/2w3fNcwfo4c4at4Ep7MsiZq7HoKimlwPCcaGXY1JubRCHIFmg==","B00000153408","2022-06-07T16:19Z","OK",2022-06-14,48,0.0967,20,1,7.08,2.03,2.1,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"38e0fe36-4c80-46ec-a19e-00d11664d77c","STEI_005.basePlot.cfc","D05","STEI","STEI_005","distributed","VIe0/2w3fNeW/5B6HKxT9EGqusSEdmTt/92A2JwL8mA=","A00000358668","VIe0/2w3fNeW/5B6HKxT9EGqusSEdmTtatS0bxV1FU4=","B00000153418","2022-06-07T16:46Z","OK",2022-06-14,48,0.0974,20,1,5.17,1.79,1.06,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"582b4d4a-60dc-4de0-8623-72e59714a92a","STEI_003.basePlot.cfc","D05","STEI","STEI_003","distributed","VIe0/2w3fNeiYDd1kvOxg1EPuYicsV8eUlHYYePX1PQ=","A00000358667","VIe0/2w3fNeiYDd1kvOxg1EPuYicsV8esZsgjGKSJ+SwJd6HDAnZ/Q==","B00000153419","2022-06-08T15:35Z","OK",2022-06-14,48,0.0873,20,1,7.66,2.22,1.8,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"dfb68a71-0c54-47ca-9062-4357d7ede23a","STEI_003.basePlot.cfc","D05","STEI","STEI_003","distributed","VIe0/2w3fNdC6482kBzsUz+jtbq68YxAsmoE90paeNQ=","A00000358661","VIe0/2w3fNdC6482kBzsUz+jtbq68YxAcoJ7veLa6s5Db/h7KyAvEg==","B00000080597","2022-06-08T16:55Z","OK",2022-06-14,48,0.0947,20,1,6.42,1.65,1.79,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"cba43f00-ce70-4933-ae87-fc2ecc581b7f","STEI_003.basePlot.cfc","D05","STEI","STEI_003","distributed","VIe0/2w3fNcNrKRjyzmNZjPw0FpnIzoEFXPbDM4DReI=","A00000358670","VIe0/2w3fNcNrKRjyzmNZjPw0FpnIzoEXODW7RsWPO8=","B00000080603","2022-06-08T17:30Z","OK",2022-06-14,48,0.0936,20,1,7.2,2.19,2,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"12c546b8-4379-483e-aebd-e5890aa163ee","STEI_002.basePlot.cfc","D05","STEI","STEI_002","distributed","VIe0/2w3fNcn3zJhSf83pdbJFqmmyeiAhPHMvnkGMd4=","A00000358654","VIe0/2w3fNcn3zJhSf83pdbJFqmmyeiAmjRRkPGaiANwqwOP+chEdw==","B00000153417","2022-06-08T18:12Z","OK",2022-06-14,48,0.0937,20,1,4.73,1.28,1.37,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"c743eb82-bacd-4675-aa71-452ed18484d8","STEI_006.basePlot.cfc","D05","STEI","STEI_006","distributed","VIe0/2w3fNfxmlWt9NRGm97Z+ybfB8lF9kirY9NEcTA=","A00000358679","VIe0/2w3fNfxmlWt9NRGm97Z+ybfB8lF//9o3mmGCYy8gsB8pVUnJw==","B00000153421","2022-06-13T18:10Z","OK",2022-06-21,48,0.0934,20,1,8.5,2.05,2.23,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"cc6350b9-1bd2-452f-838e-21096397364d","STEI_006.basePlot.cfc","D05","STEI","STEI_006","distributed","VIe0/2w3fNd94NzJ1ldmPp22Sg4VOuWdyMQOHW70WTo=","A00000358664","VIe0/2w3fNd94NzJ1ldmPp22Sg4VOuWdF/qiy1bCibk=","B00000080594","2022-06-13T18:58Z","OK",2022-06-21,48,0.0976,20,1,5.29,1.38,1.24,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"833f9763-c155-415a-9b91-3902590d76ff","STEI_006.basePlot.cfc","D05","STEI","STEI_006","distributed","VIe0/2w3fNerc6dIOIEO+ukXO7jPf4U1v+YgNHOTAg8=","A00000358653","VIe0/2w3fNerc6dIOIEO+ukXO7jPf4U1+YrvvliZl8M=","B00000153416","2022-06-13T19:32Z","OK",2022-06-21,48,0.0916,20,1,6.55,1.71,1.35,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"57b7f734-3418-41ad-aa88-bb5c1c1cc8fd","STEI_004.basePlot.cfc","D05","STEI","STEI_004","distributed","VIe0/2w3fNfBXMoEYn4UHpUVD27O6vHTQhQMl2a6XPc=","A00000358678","VIe0/2w3fNfBXMoEYn4UHpUVD27O6vHTSUy6Nft1JRyFfVzHqnUybA==","B00000153423","2022-06-14T14:20Z","OK",2022-06-21,48,0.0918,20,1,5.6,1.4,1.9,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"0f0f9818-35ca-4fb8-9e8c-1c794f0aaf2a","STEI_004.basePlot.cfc","D05","STEI","STEI_004","distributed","VIe0/2w3fNfkpyROGrcCGENSQWPrugpZyYl1BknTjcY=","A00000358676","VIe0/2w3fNfkpyROGrcCGENSQWPrugpZx7Mzy6mIFfpsB7fOnoAHuA==","B00000153351","2022-06-14T14:59Z","OK",2022-06-21,48,0.0965,20,1,9.67,2.78,2.5,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"bbafc728-3d24-4581-8a1b-a6d0b463f9e7","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","VIe0/2w3fNdJfITAZNCzslh24w6wCKREf+2wqUvUxAM=","A00000358665","VIe0/2w3fNdJfITAZNCzslh24w6wCKREHEGjr+NkYm4=","B00000080595","2022-06-14T16:16Z","OK",2022-06-21,48,0.1977,20,1,8.89,2.51,1.89,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"1730f17e-4389-4d93-bcd6-d1ac2d65080e","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","VIe0/2w3fNdJfITAZNCzspPZ0ppwWjv0A4yfmxlWpHM=","A00000358666","VIe0/2w3fNdJfITAZNCzspPZ0ppwWjv0u0lPWaokpWo=","B00000080596","2022-06-14T17:18Z","OK",2022-06-21,48,0.1976,20,1,9.66,2.56,2.07,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"fdde9590-7ae7-4c0d-be4c-bacd30d8ae0e","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","VIe0/2w3fNefIMmrcMWx3flzbqVG5HHfAwrkD9BzEuU=","A00000358662","VIe0/2w3fNefIMmrcMWx3flzbqVG5HHfIy/OskKUFHg=","B00000080598","2022-06-14T18:25Z","OK",2022-06-21,48,0.0982,20,1,8.34,2.03,2.19,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"eab04569-6444-4b64-9a95-43ae1cd5931b","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","VIe0/2w3fNebmhW80rzpS866H5VSfvUgqmzglaZiF54=","A00000358675","VIe0/2w3fNebmhW80rzpS866H5VSfvUgza5/I0FziAI=","B00000153350","2022-06-20T15:24Z","OK",2022-06-28,48,0.1846,20,1,4.28,1.19,1.41,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"e678a33b-f7ad-43d2-93a9-05edf7814a9e","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","VIe0/2w3fNc9LAG1OMEeN4wmLqRYM/8Tg8MXl0SSQvg=","A00000358660","VIe0/2w3fNc9LAG1OMEeN4wmLqRYM/8TQXQX2i7ZjgY=","B00000080593","2022-06-20T16:13Z","OK",2022-06-28,48,0.1057,20,1,10.39,2.92,2.59,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"2be0f85d-f807-4c00-85cc-67956a2229b5","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","VIe0/2w3fNeBQnoBtnyUCfTQXcSUO/EtcJAvRjHEIDI=","A00000358659","VIe0/2w3fNeBQnoBtnyUCfTQXcSUO/EtKufOZ4oskBFo7GdKpkpG8g==","B00000153352","2022-06-20T16:38Z","OK",2022-06-28,48,0.0913,20,1,12.77,3.54,3.23,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"326aef72-fad9-45ac-a583-b34c97b1a71e","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","VIe0/2w3fNfW02cWAdpRsHd43ndHofbZu9cuRQjmju8=","A00000358674","VIe0/2w3fNfW02cWAdpRsHd43ndHofbZHmC0qg+3qCY=","B00000153349","2022-06-20T17:48Z","OK",2022-06-28,48,0.1952,20,1,5.22,1.47,1.69,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"ccfd5a47-4941-4731-a8a1-26de0a6a4992","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","VIe0/2w3fNf2pzHj10cnqZV14DhjSXW+2+LPiUXThPE=","A00000358655","VIe0/2w3fNf2pzHj10cnqZV14DhjSXW+S2hbN7qAG92y9VKcUgbJRg==","B00000153353","2022-06-20T18:12Z","OK",2022-06-28,48,0.0838,20,1,10.84,2.95,2.78,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"016d15e7-2d5c-4233-bcb1-36f76fbc2a99","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","VIe0/2w3fNd/z2WoUObti/ItLitGQmDsmbK1DZO2hxE=","A00000358673","VIe0/2w3fNd/z2WoUObti/ItLitGQmDsqArCH4GEIpwTupPrRmsYpg==","B00000153425","2022-06-20T18:51Z","OK",2022-06-28,48,0.1089,20,1,8.6,2.17,2.34,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"dde9ba11-e7f0-4d9f-9cf8-06bd2b918b07","STEI_048.basePlot.cfc","D05","STEI","STEI_048","tower","VIe0/2w3fNf6jU5mwLvy9v9xQoTJ4dEuVxjN4zzfA+8=","A00000358672","VIe0/2w3fNf6jU5mwLvy9v9xQoTJ4dEuxjcTEYgeh8E=","B00000153424","2022-06-20T20:09Z","OK",2022-06-28,48,0.1902,20,1,9.23,3.12,2.02,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"acac899f-92a4-40ec-824a-51d1c79602a3","STEI_046.basePlot.cfc","D05","STEI","STEI_046","tower","VIe0/2w3fNf+09/xTKCh++4lGVFtbBdOUoQimbqXNGc=","A00000358658","VIe0/2w3fNf+09/xTKCh++4lGVFtbBdO8qjd/ptdU5s=","B00000080604","2022-06-21T13:53Z","OK",2022-06-28,48,0.1008,20,1,6.59,1.64,1.92,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"83e3e6e6-0478-42bc-a7aa-05f6586c8686","STEI_046.basePlot.cfc","D05","STEI","STEI_046","tower","VIe0/2w3fNey76lkYkRGBrJO9UPaCXVr8otfqI7OH98=","A00000358657","VIe0/2w3fNey76lkYkRGBrJO9UPaCXVrrbzo754J8EO0CcSmsCoYwA==","B00000080606","2022-06-21T14:20Z","OK",2022-06-28,48,0.1015,20,1,3.89,0.87,1.37,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
"a833fab1-02b4-4032-bc9c-8a08ab21546b","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","VIe0/2w3fNebL06shWhPjmJNVJBYqiu49YsKFzkwQ1Y=","A00000358671","VIe0/2w3fNebL06shWhPjmJNVJBYqiu43zw1UVmU06I=","B00000061986","2022-06-21T16:00Z","OK",2022-06-28,48,0.107,20,1,5.88,1.42,1.44,"sample held at -20 C instead of ultracold","OK","not available",NA,NA,NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","oCvRMtztjik=","oCvRMtztjik=",NA,"20241211T172522Z","RELEASE-2025"
